outdoor_air_temperature;air_temperature;relative_humidity;season;country;building_type;air_speed;metabolic_rate;climate;cooling_type
12.1;15.5;35.2;winter;india;multifamily housing;0.0;1.0;hot semi-arid;naturally ventilated
12.0;31.1;56.3;summer;china;classroom;0.52;1.2;humid subtropical;mixed mode
13.59;24.1;46.7;summer;uk;classroom;0.07;1.2;warm-summerÂ humid continental;naturally ventilated
10.0;23.21;35.86;winter;uk;office;0.0899999999999999;1.194539249146758;west coast marine;mixed mode
29.75;30.0;29.744543068262328;summer;australia;office;0.3399999999999999;1.4505119453924913;temperature marine;naturally ventilated
29.22;30.3;60.3;hot/wet;india;multifamily housing;0.65;0.9;tropical wet savanna;naturally ventilated
12.95;31.0;62.8;summer;china;others;0.38;1.2;humid subtropical;mixed mode
16.4;23.8;40.29869378657834;summer;australia;office;0.38;1.2764505119453926;temperature marine;air conditioned
10.28;17.8;69.1;winter;india;multifamily housing;0.04;1.1;monsoon-influenced temperate oceanic;Unknown
21.16;23.1;59.2;summer;germany;office;1.87;2.6;temperate oceanic;naturally ventilated
28.05;22.6;52.30000000000001;hot/wet;singapore;office;0.05;0.9897610921501708;wet equatorial;air conditioned
9.05;26.9;49.1;winter;china;others;0.06;1.6;humid subtropical;mixed mode
24.7;25.2;43.0;cool/dry;india;office;0.02;1.0;tropical wet savanna;mixed mode
32.349999999999994;26.9;35.99883360799952;summer;australia;office;0.15;1.194539249146758;temperature marine;naturally ventilated
24.99;27.6;77.5;hot/wet;india;multifamily housing;0.12;0.9;tropical wet savanna;naturally ventilated
5.0;23.4;38.1;winter;uk;others;0.1;1.2;temperate oceanic;mixed mode
33.65;27.6;68.0;hot/wet;india;office;0.07;1.0;tropical wet savanna;mixed mode
-23.25;14.4;40.1;winter;china;classroom;0.06;1.6;humid subtropical;mixed mode
19.776;21.6;34.3;winter;australia;office;0.05;1.3;humid subtropical;mixed mode
24.65;21.9;54.87434674070775;summer;australia;office;0.16;1.1092150170648465;humid subtropical;air conditioned
34.32;25.3;53.9;summer;germany;office;0.07;2.2;temperate oceanic;naturally ventilated
14.9;19.826666666666664;43.57;winter;australia;office;0.0553333333333333;1.4179999999999997;hot arid;air conditioned
32.0;33.9;53.0;hot/wet;india;office;0.03;1.0;tropical wet savanna;air conditioned
15.74;23.3;47.0;summer;uk;classroom;0.07;1.2;warm-summerÂ humid continental;naturally ventilated
28.85;25.0;52.3;summer;germany;office;0.21;1.2;temperate oceanic;naturally ventilated
19.4;26.0;35.80000000000001;winter;pakistan;office;0.0685124865201728;1.877133105802048;desert (hot arid);naturally ventilated
23.6;26.0;44.9;winter;india;office;0.09;1.1;tropical wet savanna;naturally ventilated
26.7;26.0;67.3;cool/dry;india;office;0.38;1.1;tropical wet savanna;air conditioned
13.0;14.6;70.8;winter;pakistan;office;0.0;1.1262798634812288;semi arid midlatitude;naturally ventilated
11.5;20.8;12.9;winter;pakistan;office;0.164;1.006825938566553;semi arid high altitude;naturally ventilated
15.25;21.743333333333325;55.34;winter;australia;office;0.0853333333333333;1.516;hot arid;air conditioned
12.6;20.4;39.10960788238388;summer;australia;office;0.14;1.1262798634812288;temperature marine;air conditioned
-24.9;21.7;20.9;winter;canada;office;0.07;1.3999999999999997;continental subarctic;air conditioned
13.68;18.8;41.6;summer;uk;office;0.105625;1.2;west coast marine;naturally ventilated
12.0;22.9;48.2;summer;portugal;others;0.03;1.2;warm-summer mediterranean;mixed mode
13.52;20.8;54.5;summer;uk;classroom;0.06;1.2;warm-summerÂ humid continental;naturally ventilated
15.78;23.6;77.0;winter;india;multifamily housing;0.08;1.2;hot semi-arid;mixed mode
14.300000000000002;23.1;48.66;winter;australia;office;0.1903333333333333;1.0309999999999997;hot arid;air conditioned
34.84;26.3;64.8;summer;germany;office;0.05;1.2;temperate oceanic;mixed mode
25.8;24.0;49.25264660980571;cool/dry;australia;office;0.16;1.245733788395904;tropical savanna;air conditioned
3.611111111111111;21.21;38.84805;winter;usa;office;0.1186666666666666;1.2;mediterranean;air conditioned
11.35;17.253333333333323;54.28;winter;australia;office;0.1266666666666666;1.718;hot arid;air conditioned
1.25;17.3;37.6;winter;china;classroom;0.13;1.1;monsoon-influenced hot-summer humid continental;air conditioned
7.7;18.0;17.3;winter;pakistan;office;0.0827935669386683;1.006825938566553;desert (hot arid);naturally ventilated
30.1;22.1;60.73559052147842;hot/wet;australia;office;0.19;1.1604095563139931;tropical savanna;air conditioned
30.7;21.6;34.82;summer;australia;office;0.2116666666666667;1.537800687285223;hot arid;air conditioned
16.15;29.0;42.0;cool/dry;india;office;0.08;1.0;hot semi-arid;mixed mode
28.6;30.5;67.8;hot/wet;malaysia;multifamily housing;0.5;1.1;tropical rainforest;naturally ventilated
-20.4;27.9;59.4;winter;china;others;0.18;1.2;humid subtropical;naturally ventilated
22.95;25.8;50.7;summer;canada;office;0.11;1.3;continental subarctic;air conditioned
22.95;25.7;52.1;summer;canada;office;0.1;1.2;continental subarctic;air conditioned
18.74;22.8;57.5;winter;india;multifamily housing;0.07;1.33;monsoon-influenced humid subtropical;mixed mode
15.4;24.0;49.6;summer;portugal;others;0.03;1.2;warm-summer mediterranean;mixed mode
27.388888888888893;27.7;78.371404028601;hot/wet;singapore;office;0.37;0.8916382252559727;wet equatorial;naturally ventilated
20.3;22.2;51.76388591948857;summer;australia;office;0.13;1.1860068259385668;temperature marine;air conditioned
25.1;26.6;64.9;summer;india;office;0.11;1.4;tropical wet savanna;naturally ventilated
19.6;25.1;52.8;summer;portugal;others;0.06;1.2;warm-summer mediterranean;mixed mode
24.65;18.5;60.0;summer;tunisia;office;0.15;1.1;cold semi-arid;naturally ventilated
13.916666666666671;22.87;39.24068401730432;winter;usa;office;0.1266666666666666;1.0;mediterranean;naturally ventilated
35.25;25.6;46.3;summer;india;office;0.03;1.1;subtropical highland;naturally ventilated
13.615;18.0;28.1;summer;uk;office;0.101761;1.2;west coast marine;naturally ventilated
27.0;29.4;14.300000000000002;summer;pakistan;office;0.237205317570746;0.8873720136518772;desert (hot arid);naturally ventilated
13.055555555555555;21.95;22.92704;winter;usa;office;0.0913333333333333;1.2;mediterranean;air conditioned
29.3;27.3;58.0;summer;india;office;0.08;1.1;monsoon-influenced humid subtropical;mixed mode
22.35;24.1;58.0;summer;australia;office;0.08;1.1;humid subtropical;mixed mode
26.35;30.2;10.300000000000002;summer;pakistan;office;0.3464822724752138;1.006825938566553;desert (hot arid);naturally ventilated
27.55;30.7;63.7;cool/dry;malaysia;multifamily housing;0.5;1.1;tropical rainforest;naturally ventilated
27.05555555555556;29.25;41.40444444444439;summer;greece;office;0.205908707523038;2.0;mediterranean;naturally ventilated
32.8;22.7;48.8;summer;india;office;0.08;1.1;monsoon-influenced humid subtropical;air conditioned
39.9;33.4;36.0;summer;india;others;0.68;1.2;hot semi-arid;mixed mode
22.34;25.9;48.8;winter;india;classroom;0.26;1.2;hot semi-arid;air conditioned
7.15;21.9;58.8;winter;iran;office;0.01;1.6;hot-summer mediterranean;naturally ventilated
15.6;26.0;47.7;summer;uk;others;0.1;1.2;temperate oceanic;naturally ventilated
18.0;25.3;53.0;cool/dry;india;office;0.02;1.0;hot semi-arid;mixed mode
27.388888888888893;30.5;65.30693810296293;hot/wet;singapore;office;0.22;1.2180034129692832;wet equatorial;naturally ventilated
13.916666666666671;22.9;39.40824718009704;winter;usa;office;0.1433333333333333;1.2;mediterranean;naturally ventilated
14.5;16.2;60.1;winter;pakistan;office;0.1174235481065157;1.006825938566553;semi arid midlatitude;naturally ventilated
23.53619048;21.9;55.3;summer;australia;senior center;0.13;1.0;humid subtropical;mixed mode
15.54;27.5;59.6;summer;uk;classroom;0.09;1.2;warm-summerÂ humid continental;naturally ventilated
26.7;25.6;68.5;cool/dry;india;office;0.42;1.3;tropical wet savanna;air conditioned
12.777777777777777;21.4;45.379106163932775;winter;usa;office;0.05;1.0;mediterranean;air conditioned
0.6500000000000001;24.0;47.9;winter;china;others;0.0;1.6;humid subtropical;mixed mode
25.54;23.0;48.6;winter;india;multifamily housing;0.23;1.0;hot semi-arid;naturally ventilated
23.83333333333333;27.0;26.2527777777778;summer;greece;office;0.438;0.8;mediterranean;naturally ventilated
16.3;21.2;70.8;summer;uk;classroom;0.08;1.2;warm-summerÂ humid continental;naturally ventilated
6.0;22.6;30.7;winter;canada;office;0.05;1.2;continental subarctic;air conditioned
10.555555555555555;23.1;43.92895000000001;winter;usa;office;0.0646666666666666;1.2;mediterranean;air conditioned
25.0;29.8;76.3;summer;china;classroom;0.34;1.6;humid subtropical;naturally ventilated
18.1;23.9;63.1;summer;uk;classroom;0.11;1.2;warm-summerÂ humid continental;naturally ventilated
20.9;22.4;28.9;winter;australia;office;0.02;1.3;humid subtropical;mixed mode
11.5;12.2;70.4;winter;pakistan;office;0.0004309362331928;1.1262798634812288;semi arid high altitude;naturally ventilated
8.0;24.0;40.0;winter;france;others;0.0;1.8;temperate oceanic;mixed mode
27.4;30.6;51.30000000000001;summer;pakistan;office;0.1699658645086694;1.877133105802048;semi arid midlatitude;naturally ventilated
24.12;24.4;60.2;summer;australia;office;0.07;1.4;humid subtropical;mixed mode
10.15;21.3;9.6;winter;pakistan;office;0.9409689088831996;1.006825938566553;desert (hot arid);naturally ventilated
15.0;17.4;61.0;summer;uk;office;0.404496;2.0;west coast marine;naturally ventilated
26.91666666666667;32.5;36.77266666666669;summer;greece;office;0.438;1.0;mediterranean;naturally ventilated
10.0;21.54;47.80000000000001;winter;uk;office;0.05;1.194539249146758;west coast marine;naturally ventilated
8.700000000000001;20.8;22.9;winter;pakistan;office;0.2254038933522164;1.006825938566553;desert (hot arid);naturally ventilated
23.10587798;27.8;59.3;summer;australia;senior center;0.61;1.0;humid subtropical;mixed mode
13.916666666666671;21.07;30.284271376955324;winter;usa;office;0.07;1.0;mediterranean;naturally ventilated
29.1;21.8;81.4;summer;india;office;0.18;1.1;subtropical highland;naturally ventilated
28.88888888888889;23.3;40.8;summer;usa;office;0.17;1.0;humid subtropical;air conditioned
30.3;22.9;68.3;hot/wet;thailand;office;0.11;1.1;tropical savanna;air conditioned
10.2;19.6;59.7;winter;iran;office;0.04;0.8;hot-summer mediterranean;naturally ventilated
28.45;27.0;38.0;hot/wet;india;office;0.06;1.0;tropical wet savanna;mixed mode
2.6;29.8;63.3;summer;china;others;0.33;1.2;humid subtropical;naturally ventilated
32.65;29.5;24.9;winter;india;others;1.0;1.6;hot semi-arid;mixed mode
18.75;26.4;42.0;cool/dry;india;office;0.01;1.0;hot semi-arid;mixed mode
34.35;35.4;46.9;hot/wet;india;office;0.58;1.3;tropical wet savanna;naturally ventilated
29.1;23.8;73.6;summer;india;office;0.01;1.1;subtropical highland;naturally ventilated
24.7;25.1;52.4;winter;india;office;0.02;1.1;tropical wet savanna;air conditioned
40.95;23.8;36.6;summer;india;office;0.39;1.2;hot semi-arid;mixed mode
29.75;25.7;45.0;cool/dry;india;office;0.01;1.0;hot semi-arid;mixed mode
5.55;20.1;65.1;winter;iran;office;0.06;0.8;hot-summer mediterranean;naturally ventilated
6.666666666666666;23.77;29.595735051020664;winter;usa;office;0.0833333333333333;1.2;mediterranean;air conditioned
27.05;28.6;56.0;summer;tunisia;multifamily housing;0.18;1.2;hot desert;naturally ventilated
27.05555555555556;25.75;39.40444444444439;summer;greece;office;0.438;1.2;mediterranean;naturally ventilated
30.3;25.5;65.0;hot/wet;india;office;0.09;1.0;tropical wet savanna;mixed mode
27.0;24.9;69.5;cool/dry;india;multifamily housing;0.73;1.0;tropical wet savanna;mixed mode
23.9;24.6;51.19460371871105;cool/dry;australia;office;0.02;1.245733788395904;tropical savanna;air conditioned
23.52;26.4;53.1;cool/dry;india;multifamily housing;0.14;2.0;tropical wet savanna;naturally ventilated
8.3;22.0;54.7;winter;uk;classroom;0.07;1.2;warm-summerÂ humid continental;naturally ventilated
31.9;30.8;30.7;summer;france;classroom;0.18;1.6;temperate oceanic;naturally ventilated
24.7;23.78666666666666;31.48;summer;australia;office;0.0899999999999999;1.3745704467353954;hot arid;air conditioned
12.960000000000004;23.3;38.0;winter;australia;office;0.22;1.1988054607508534;humid subtropical;air conditioned
22.35;24.4;58.2;summer;australia;office;0.13;1.1;humid subtropical;mixed mode
40.2;37.8;20.1;summer;india;multifamily housing;0.75;1.0;hot semi-arid;naturally ventilated
17.0;21.6;45.2;summer;portugal;others;0.1;1.2;warm-summer mediterranean;mixed mode
33.0;31.3;52.6;summer;pakistan;office;0.0256;1.006825938566553;semi arid midlatitude;naturally ventilated
14.1;24.2;61.8;summer;portugal;office;0.13;1.2;warm-summer mediterranean;naturally ventilated
25.35;27.6;47.0;cool/dry;india;office;0.2;1.0;tropical wet savanna;mixed mode
20.45;31.4;63.7;summer;china;others;1.32;1.2;humid subtropical;naturally ventilated
25.7;31.8;40.6;summer;pakistan;office;0.1521;1.1262798634812288;desert (hot arid);naturally ventilated
8.4;25.2;43.8;winter;uk;others;0.09;1.2;temperate oceanic;air conditioned
23.83333333333333;31.0;28.455555555555595;summer;greece;office;0.393306955108452;1.0;mediterranean;naturally ventilated
2.1500000000000004;28.6;61.6;winter;china;classroom;0.42;1.2;humid subtropical;naturally ventilated
33.0;34.900000000000006;40.0;summer;pakistan;office;0.1889839403490024;1.006825938566553;semi arid midlatitude;naturally ventilated
1.25;21.6;36.4;winter;china;classroom;0.1;1.1;monsoon-influenced hot-summer humid continental;air conditioned
24.65;27.1;55.0;cool/dry;india;office;0.11;1.0;tropical wet savanna;mixed mode
20.8;22.94;62.0;cool/dry;australia;office;0.1;1.1918088737201364;tropical savanna;air conditioned
10.833333333333334;22.27;37.07429677588242;winter;usa;office;0.0766666666666666;1.2;mediterranean;air conditioned
37.85;27.1;44.5;summer;india;office;0.29;1.2;hot semi-arid;mixed mode
30.05;33.30000000000001;62.0;summer;pakistan;office;0.1531468474676307;1.877133105802048;desert (hot arid);naturally ventilated
1.5000000000000002;26.8;59.2;summer;china;classroom;0.47;1.6;humid subtropical;naturally ventilated
33.0;34.7;48.0;summer;pakistan;office;0.4760999999999999;1.1860068259385668;semi arid midlatitude;naturally ventilated
16.944444444444443;23.56;56.0434883680051;summer;usa;office;0.0633333333333333;1.2;mediterranean;air conditioned
29.0;30.8;35.6;winter;india;multifamily housing;1.78;1.0;hot semi-arid;naturally ventilated
9.1;25.0;35.2;winter;uk;others;0.79;1.2;temperate oceanic;naturally ventilated
13.8;19.8;42.8;winter;portugal;others;0.1;2.0;hot-summer mediterranean;naturally ventilated
14.390000000000002;20.6;45.80000000000001;summer;uk;office;0.0829439999999999;1.0;west coast marine;naturally ventilated
8.5;23.1;40.9;winter;france;others;0.04;1.3;temperate oceanic;air conditioned
16.2;31.0;59.1;summer;china;classroom;0.58;1.2;humid subtropical;naturally ventilated
28.28;32.0;89.1;winter;india;multifamily housing;1.39;1.0;hot semi-arid;naturally ventilated
26.0;23.3;70.3;summer;philippines;office;0.12;1.2;tropical wet savanna;air conditioned
11.88888888888889;22.42;50.29196;winter;usa;office;0.105;1.3999999999999997;mediterranean;air conditioned
27.05555555555556;28.5;16.7511111111111;summer;greece;office;1.095;1.3999999999999997;mediterranean;naturally ventilated
22.15;22.9;45.98738714072635;summer;australia;office;0.07;1.1774744027303754;temperature marine;air conditioned
-2.5;22.9;17.1;winter;canada;office;0.16;1.0;continental subarctic;air conditioned
14.3;19.9;65.5;summer;portugal;others;0.06;2.2;hot-summer mediterranean;naturally ventilated
24.65;26.3;51.0;cool/dry;india;office;0.11;1.0;tropical wet savanna;mixed mode
22.94;20.7;30.1;winter;india;multifamily housing;0.35;1.2;hot semi-arid;naturally ventilated
29.3;31.9;65.8;hot/wet;thailand;office;0.97;1.1;tropical savanna;naturally ventilated
10.7;22.3;57.2;summer;uk;classroom;0.16;1.2;warm-summerÂ humid continental;naturally ventilated
24.7;24.6;52.3;winter;india;office;0.1;1.1;tropical wet savanna;air conditioned
21.77;19.7;39.2;winter;india;multifamily housing;0.24;1.0;hot semi-arid;naturally ventilated
29.45;31.3;64.1;hot/wet;india;multifamily housing;0.17;1.2;tropical wet savanna;naturally ventilated
13.5;19.8;68.1;winter;pakistan;office;0.0108712619007099;1.877133105802048;semi arid midlatitude;naturally ventilated
30.4;23.5;52.0;hot/wet;india;office;0.11;1.0;tropical wet savanna;mixed mode
29.49;31.1;43.7;cool/dry;india;multifamily housing;0.83;1.4;tropical wet savanna;naturally ventilated
22.68833333;27.6;64.6;spring;australia;senior center;0.68;1.0;humid subtropical;mixed mode
22.4;25.1;49.4;summer;portugal;others;0.02;1.2;warm-summer mediterranean;mixed mode
10.87;20.3;54.5;winter;uk;classroom;0.13;1.2;warm-summerÂ humid continental;naturally ventilated
9.8;24.6;41.2;winter;uk;others;0.09;2.7;temperate oceanic;naturally ventilated
16.111111111111114;23.469999999999995;30.41249285716104;winter;usa;office;0.07;1.0;mediterranean;air conditioned
-2.15;24.2;53.0;winter;china;others;0.05;1.2;humid subtropical;mixed mode
15.571770668029783;22.7;47.1;summer;sweden;others;0.03;1.2;temperate oceanic;air conditioned
28.65;27.0;55.452853023767794;hot/wet;australia;office;0.11;1.131399317406143;tropical savanna;air conditioned
18.25;20.4;67.8;winter;india;multifamily housing;0.02;1.0;monsoon-influenced humid subtropical;mixed mode
31.5;25.4;45.0;hot/wet;india;office;0.04;1.0;hot semi-arid;mixed mode
16.15;28.6;44.0;cool/dry;india;office;0.02;1.0;hot semi-arid;mixed mode
4.722222222222222;24.03;28.73509415524936;winter;usa;office;0.0433333333333333;1.0;mediterranean;air conditioned
27.65;24.0;42.2;summer;india;office;0.08;1.6;tropical wet savanna;air conditioned
30.08333333333332;30.9;68.5;summer;pakistan;office;0.5776000000000001;0.7679180887372011;desert (hot arid);naturally ventilated
13.055555555555555;22.93;26.272137339366584;winter;usa;office;0.0433333333333333;1.0;mediterranean;air conditioned
32.8;23.6;52.6;summer;india;office;0.11;1.3;monsoon-influenced humid subtropical;air conditioned
24.65;25.8;66.0;cool/dry;india;office;0.16;1.0;tropical wet savanna;mixed mode
16.944444444444443;24.15;54.0895716834096;summer;usa;office;0.0666666666666666;1.0;mediterranean;air conditioned
24.7;22.336666666666662;45.49;summer;australia;office;0.2066666666666667;1.0738831615120277;hot arid;air conditioned
22.05;22.7;74.8;winter;pakistan;office;0.0046647274262739;0.8873720136518772;desert (hot arid);naturally ventilated
36.95;27.4;30.1;summer;india;office;0.02;1.1;subtropical highland;naturally ventilated
15.72;26.0;57.3;summer;uk;classroom;0.07;1.2;warm-summerÂ humid continental;naturally ventilated
35.45;34.9;45.6;summer;india;office;0.44;1.1;monsoon-influenced humid subtropical;mixed mode
30.05;25.4;77.0;summer;pakistan;office;0.1193665652099225;0.8873720136518772;desert (hot arid);naturally ventilated
21.0;25.4;53.0;summer;portugal;office;0.1;2.5;warm-summer mediterranean;naturally ventilated
26.7;24.9;70.1;cool/dry;india;office;0.14;1.6;tropical wet savanna;air conditioned
13.333333333333332;22.53;52.1741066921277;winter;usa;office;0.1233333333333333;1.2;mediterranean;air conditioned
6.75;22.3;31.8;winter;uk;office;0.06;2.3;west coast marine;air conditioned
28.55;32.3;73.1;hot/wet;malaysia;multifamily housing;0.4;0.9;tropical rainforest;naturally ventilated
24.72222222222221;23.3;59.21437178140375;summer;usa;office;0.0733333333333333;1.0;mediterranean;air conditioned
26.2;34.30000000000001;43.7;summer;pakistan;office;0.0961;1.006825938566553;desert (hot arid);naturally ventilated
5.0;21.81;26.906559999999995;winter;usa;office;0.0746666666666666;1.0;mediterranean;air conditioned
13.59;24.1;46.7;summer;uk;classroom;0.07;1.2;warm-summerÂ humid continental;naturally ventilated
13.38244048;21.9;54.7;winter;australia;senior center;0.06;0.8;humid subtropical;mixed mode
28.3;30.0;56.5;summer;pakistan;office;0.0899999999999999;1.006825938566553;semi arid high altitude;naturally ventilated
27.388888888888893;29.7;69.65239039126266;hot/wet;singapore;office;0.29;1.0580204778156996;wet equatorial;naturally ventilated
22.25;17.5;70.0;summer;tunisia;multifamily housing;0.19;1.1;cold semi-arid;naturally ventilated
4.569690704345703;22.7;30.3;winter;sweden;others;0.0;1.2;temperate oceanic;air conditioned
7.0;25.1;24.8;winter;pakistan;office;0.4368096282502353;1.006825938566553;desert (hot arid);naturally ventilated
23.61111111111111;22.22;56.25397694634556;summer;usa;office;0.1033333333333333;1.0;mediterranean;air conditioned
18.0;25.1;53.0;cool/dry;india;office;0.03;1.0;hot semi-arid;mixed mode
28.9;22.3;78.9;summer;india;office;0.02;1.6;subtropical highland;naturally ventilated
18.0;25.3;52.0;cool/dry;india;office;0.02;1.0;hot semi-arid;mixed mode
36.95;26.6;30.9;summer;india;office;0.19;1.7;subtropical highland;naturally ventilated
15.860000000000005;22.3;61.0;winter;australia;office;0.03;1.706484641638225;humid subtropical;mixed mode
27.15;24.9;52.77734301110186;hot/wet;australia;office;0.4;1.2764505119453926;tropical savanna;air conditioned
17.8;24.7;63.3;summer;uk;classroom;0.09;1.2;warm-summerÂ humid continental;naturally ventilated
29.33;30.1;68.4;hot/wet;india;multifamily housing;0.42;1.0;tropical wet savanna;mixed mode
13.8;26.3;41.9;winter;france;classroom;0.05;1.2;temperate oceanic;naturally ventilated
10.0;24.48999999999999;46.6;winter;uk;office;0.04;1.194539249146758;west coast marine;mixed mode
7.7;17.1;52.0;winter;pakistan;office;0.183;0.7679180887372011;desert (hot arid);naturally ventilated
14.6;22.1;32.9;winter;greece;classroom;0.1;1.6;hot-summer mediterranean;air conditioned
28.3;35.400000000000006;15.4;summer;pakistan;office;0.01;1.1262798634812288;semi arid high altitude;naturally ventilated
15.5;19.3;56.900000000000006;winter;pakistan;office;0.154;1.006825938566553;semi arid midlatitude;naturally ventilated
35.7;25.8;41.0;hot/wet;india;office;0.19;1.0;tropical wet savanna;mixed mode
29.75;30.3;29.0;cool/dry;india;office;0.04;1.0;hot semi-arid;mixed mode
8.700000000000001;18.8;45.30000000000001;winter;pakistan;office;0.0004419857307696;0.7679180887372011;desert (hot arid);naturally ventilated
10.4;22.6;48.3;winter;uk;classroom;0.08;1.2;warm-summerÂ humid continental;naturally ventilated
30.71;27.8;29.3;winter;india;others;0.32;1.2;hot semi-arid;air conditioned
32.25;27.7;47.0;hot/wet;india;office;0.68;1.0;tropical wet savanna;mixed mode
25.30555555555556;28.5;34.83444444444439;summer;greece;office;0.3654770611378651;1.0;mediterranean;naturally ventilated
-22.9;17.7;55.9;winter;china;others;0.05;1.2;humid subtropical;mixed mode
24.25345238;23.5;65.3;summer;australia;senior center;0.13;0.8;humid subtropical;mixed mode
32.0;31.5;67.0;summer;pakistan;office;0.1720167195757895;0.8873720136518772;desert (hot arid);naturally ventilated
15.54;27.2;60.8;summer;uk;classroom;0.09;1.2;warm-summerÂ humid continental;naturally ventilated
13.38244048;21.0;61.0;winter;australia;senior center;0.05;0.7;humid subtropical;mixed mode
19.85;29.6;81.8;summer;china;others;0.96;1.2;humid subtropical;mixed mode
23.12;24.8;46.4;cool/dry;india;multifamily housing;0.4;1.9;tropical wet savanna;naturally ventilated
24.6;32.400000000000006;45.80000000000001;summer;pakistan;office;0.1369;1.006825938566553;desert (hot arid);naturally ventilated
23.28;23.6;81.4;summer;india;multifamily housing;0.03;1.15;monsoon-influenced temperate oceanic;Unknown
30.04;31.7;75.6;summer;india;multifamily housing;0.55;1.1;monsoon-influenced humid subtropical;mixed mode
24.65;24.9;51.0;cool/dry;india;office;0.01;1.0;tropical wet savanna;mixed mode
29.11;24.5;33.7;winter;india;others;0.42;1.2;hot semi-arid;air conditioned
26.15;28.5;62.8;summer;china;classroom;1.5;1.1;monsoon-influenced hot-summer humid continental;naturally ventilated
26.35;28.4;65.6;cool/dry;india;office;0.27;1.3;tropical wet savanna;naturally ventilated
24.5;22.3;45.86047425288998;cool/dry;australia;office;0.1;1.0921501706484644;tropical savanna;air conditioned
26.55;24.3;38.5990855803269;cool/dry;australia;office;0.18;1.1604095563139931;tropical savanna;air conditioned
31.4;29.1;59.0;hot/wet;india;office;0.05;1.0;hot semi-arid;mixed mode
18.8;24.2;43.3;summer;greece;others;0.1;1.2;hot-summer mediterranean;mixed mode
30.82;32.0;71.3;hot/wet;india;multifamily housing;1.7;1.1;tropical wet savanna;naturally ventilated
29.2;23.0;53.3445059805895;hot/wet;australia;office;0.06;1.0580204778156996;tropical savanna;air conditioned
35.0;33.80000000000001;38.80000000000001;summer;pakistan;office;0.5814152659514445;1.877133105802048;semi arid midlatitude;naturally ventilated
14.444444444444445;22.5;43.94929604276301;winter;usa;office;0.15;1.0;mediterranean;air conditioned
29.2;21.9;56.27702337285786;hot/wet;australia;office;0.08;1.2201365187713311;tropical savanna;air conditioned
19.885;23.9;43.0;winter;australia;office;0.08;0.9385665529010238;humid subtropical;mixed mode
17.2;25.7;48.8;summer;portugal;others;0.06;1.6;warm-summer mediterranean;mixed mode
29.3;25.6;64.0;summer;india;office;0.4;1.2;monsoon-influenced humid subtropical;mixed mode
23.83333333333333;29.6875;28.9527777777778;summer;greece;office;0.8760000000000001;1.0;mediterranean;naturally ventilated
25.2;26.3;42.7;winter;greece;classroom;0.0;1.2;hot-summer mediterranean;naturally ventilated
27.4;30.1;43.80000000000001;summer;pakistan;office;0.663122476919944;0.8873720136518772;semi arid midlatitude;naturally ventilated
10.15;15.7;40.6;winter;pakistan;office;0.183;1.006825938566553;desert (hot arid);naturally ventilated
27.388888888888893;26.9;83.63720631782479;hot/wet;singapore;office;0.18;0.7721843003412968;wet equatorial;naturally ventilated
23.8;27.2;51.4762208313593;summer;australia;office;0.25;1.348122866894198;humid subtropical;naturally ventilated
27.6;27.1;84.9;hot/wet;thailand;office;0.27;1.1;tropical savanna;naturally ventilated
17.222222222222214;24.94;63.59281331938926;summer;usa;office;0.11;1.0;mediterranean;air conditioned
26.9;23.56;55.0;hot/wet;australia;office;0.12;0.9931740614334472;tropical savanna;air conditioned
20.68;20.0;53.6;summer;india;multifamily housing;0.1;1.6;monsoon-influenced temperate oceanic;Unknown
30.42;31.6;83.8;summer;india;multifamily housing;0.71;1.15;hot semi-arid;naturally ventilated
29.65;22.9;75.3;summer;india;office;0.01;1.1;subtropical highland;naturally ventilated
17.65;21.5;46.81235301794923;summer;australia;office;0.07;1.131399317406143;temperature marine;air conditioned
32.25;27.5;63.0;hot/wet;india;office;0.01;1.0;tropical wet savanna;mixed mode
28.2;24.4;58.400000000000006;hot/wet;thailand;office;0.12;1.1;tropical savanna;air conditioned
34.35;33.8;51.4;hot/wet;india;office;0.86;1.1;tropical wet savanna;naturally ventilated
20.45;32.0;22.5;summer;china;classroom;1.19;1.1;monsoon-influenced hot-summer humid continental;naturally ventilated
14.13;22.8;18.7;summer;uk;office;0.0660489999999999;1.0;west coast marine;naturally ventilated
23.78321429;24.6;56.0;summer;australia;senior center;0.06;1.0;humid subtropical;mixed mode
13.055555555555555;22.3;24.869256627444205;winter;usa;office;0.0533333333333333;1.2;mediterranean;air conditioned
32.24;26.9;32.7;winter;india;others;0.28;1.2;hot semi-arid;air conditioned
26.91666666666667;29.81;27.7;summer;greece;office;0.2;1.1;mediterranean;naturally ventilated
13.09;24.9;53.1;summer;uk;classroom;0.1;1.2;warm-summerÂ humid continental;naturally ventilated
20.6;24.7;46.33913065540812;summer;australia;office;0.1;1.31740614334471;temperature marine;air conditioned
27.24;24.5;73.2;summer;australia;office;0.05;1.1;humid subtropical;mixed mode
11.8;15.6;76.0;winter;tunisia;office;0.14;1.1;hot desert;naturally ventilated
31.75;27.4;55.1;summer;pakistan;office;0.4594882309558019;1.006825938566553;semi arid midlatitude;naturally ventilated
12.300000000000002;21.81;53.45;summer;uk;office;0.1;1.194539249146758;west coast marine;naturally ventilated
30.42;32.7;77.5;summer;india;multifamily housing;1.54;1.38;hot semi-arid;mixed mode
